147,Eva Grafahrend-Belau; Falk Schreiber; Monika Heiner; Andrea Sackmann; Bjoumlrn H. Junker; Stefanie Grunwald; Astrid Speer; Katja Winder; Ina Koch,Modularization of biochemical networks based on classification of Petri net t-invariants.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#Grafahrend-BelauSHSJGSWK08
148,Niall J. Haslam; Denis C. Shields,Profile-based short linear protein motif discovery.,2012,13,BMC Bioinformatics,db/journals/bmcbi/bmcbi13.html#HaslamS12
149,Daniel G. Brown 0001; Jakub Truszkowski,New decoding algorithms for Hidden Markov Models using distance measures on labellings.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11S.html#BrownT10
150,Marie-Laure Martin-Magniette; Julie Aubert; Avner Bar-Hen; Samira Elftieh; Frederic Magniette; Jean-Pierre Renou; Jean-Jacques Daudin,Normalization for triple-target microarray experiments.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#Martin-MagnietteABEMRD08
151,Chin-Jen Ku. Golan Yona,The distance-profile representation and its application to detection of distantly related protein families.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#KuY05
152,Minlu Zhang; Long J. Lu,Investigating the validity of current network analysis on static conglomerate networks by protein network stratification.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11.html#ZhangL10a
153,Thomas Lingner; Peter Meinicke,Word correlation matrices for protein sequence analysis and remote homology detection.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#LingnerM08
154,Nysia I. George; Joanne R. Lupton; Nancy D. Turner; Robert S. Chapkin; Laurie A. Davidson; Naisyin Wang,Evaluation of fecal mRNA reproducibility via a marginal transformed mixture modeling approach.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11.html#GeorgeLTCDW10
155,H. Hasan; K. Crawford,Codifying or enabling: the challenge of knowledge management systems.,2003,54,JORS,db/journals/jors/jors54.html#HasanC03
156,Claudia Archetti; M. Grazia Speranza,Vehicle routing in the 1-skip collection problem.,2004,55,JORS,db/journals/jors/jors55.html#ArchettiS04
157,Terry Williams; John Wilson,Editorial.,2009,60,JORS,db/journals/jors/jors60.html#WilliamsW09
158,Yuriy Stoyan; Aleksandr Pankratov; Tatiana Romanova,Cutting and packing problems for irregular objects with continuous rotations: mathematical modelling and non-linear optimization.,2016,67,JORS,db/journals/jors/jors67.html#StoyanPR16
159,Mahdi Alinaghian; Komail Zamanlou; Mohammad S. Sabbagh,A bi-objective mathematical model for two-dimensional loading time-dependent vehicle routing problem.,2017,68,JORS,db/journals/jors/jors68.html#AlinaghianZS17
160,Lorraine Dodd; Jim Q. Smith,Devolving command decisions in complex operations.,2013,64,JORS,db/journals/jors/jors64.html#DoddS13
161,Will Maden; Richard W. Eglese; Dan Black,Vehicle routing and scheduling with time-varying data: A case study.,2010,61,JORS,db/journals/jors/jors61.html#MadenEB10
162,Guglielmo DAmico; Jacques Janssen; Raimondo Manca,Downward migration credit risk problem: a non-homogeneous backward semi-Markov reliability approach.,2016,67,JORS,db/journals/jors/jors67.html#DAmicoJM16
163,Lyn C. Thomas; Jonathan N. Crook; David E. Edelman,Editorial.,2010,61,JORS,db/journals/jors/jors61.html#ThomasCE10
164,G. Mitchell; J. E. Beasley,Optimisation of sludge treatment and transport.,2011,62,JORS,db/journals/jors/jors62.html#MitchellB11
165,King Lun Choy; Angappa Gunasekaran; Hoi Yan Lam; Ka Ho Chow; Yick Chi Tsim; Tsz Wing Ng; Ying Kei Tse; Xiao Ang Lu,Impact of information technology on the performance of logistics industry: the case of Hong Kong and Pearl Delta region.,2014,65,JORS,db/journals/jors/jors65.html#ChoyGLCTNTL14
166,Stanislaw Gawiejnowicz; W.-C. Lee; C.-L. Lin; C.-C. Wu,Single-machine scheduling of proportionally deteriorating jobs by two agents.,2011,62,JORS,db/journals/jors/jors62.html#GawiejnowiczLLW11
167,J. Rios; D. Rios Insua,A framework for participatory budget elaboration support.,2008,59,JORS,db/journals/jors/jors59.html#RiosI08
168,Abdullah Dasci; Gilbert Laporte,An analytical approach to the facility location and capacity acquisition problem under demand uncertainty.,2005,56,JORS,db/journals/jors/jors56.html#DasciL05
169,Gur Mosheiov; Jeffrey B. Sidney,Note on scheduling with general learning curves to minimize the number of tardy jobs.,2005,56,JORS,db/journals/jors/jors56.html#MosheiovS05
170,Lanting Lu; Christine S. M. Currie; Russell C. H. Cheng; John Ladbrook,Classification analysis for simulation of the duration of machine breakdowns.,2011,62,JORS,db/journals/jors/jors62.html#LuCCL11
171,Paul M. E. Shutler,A priority list based heuristic for the job shop problem.,2003,54,JORS,db/journals/jors/jors54.html#Shutler03
172,Desheng Dash Wu,Service quality; outsourcing and upward channel decentralization.,2016,67,JORS,db/journals/jors/jors67.html#Wu16
173,Mustafa Misir; Pieter Smet; Greet Vanden Berghe,An analysis of generalised heuristics for vehicle routing and personnel rostering problems.,2015,66,JORS,db/journals/jors/jors66.html#MisirSB15
174,Boris Goldengorin; John A. Keane; Viktor Kuzmenko; Michael Tso,Optimal supplier choice with discounting.,2011,62,JORS,db/journals/jors/jors62.html#GoldengorinKKT11
175,Jose M. Framintildean; J. N. D. Gupta; Rainer Leisten,A review and classification of heuristics for permutation flow-stop scheduling with makespan objective.,2005,56,JORS,db/journals/jors/jors56.html#FraminanGL05
176,Celik Parkan,Gauging and comparing the performances of dissimilar entities.,2004,55,JORS,db/journals/jors/jors55.html#Parkan04
177,C. Martin; Mike Metcalfe,Implementation processes: a Boolean analysis.,2011,62,JORS,db/journals/jors/jors62.html#MartinM11
178,John Mingers,Operational research: the science of better?,2007,58,JORS,db/journals/jors/jors58.html#Mingers07
179,Chin-Chia Wu; Yunqiang Yin; Shuenn-Ren Cheng,Single-machine and two-machine flowshop scheduling problems with truncated position-based learning functions.,2013,64,JORS,db/journals/jors/jors64.html#WuYC13
180,Xin Liu; Qinglong Gou; Layth Alwan; Liang Liang,Option contracts: a solution for overloading problems in the delivery service supply chain.,2016,67,JORS,db/journals/jors/jors67.html#LiuGAL16
181,W.-H. Kuo; Dar-Li Yang,A note on due-date assignment and single-machine scheduling with deteriorating jobs and learning effects.,2011,62,JORS,db/journals/jors/jors62.html#KuoY11
182,Kai Helge Becker; Gautam Appa,A heuristic for the Minimum Score Separation Problem; a combinatorial problem associated with the cutting stock problem.,2015,66,JORS,db/journals/jors/jors66.html#BeckerA15
183,Peruvemba Sundaram Ravi,An analysis of a widely used version of the CUSUM tracking signal.,2014,65,JORS,db/journals/jors/jors65.html#Ravi14
184,Brian W. Hollocks,Forty years of discrete-event simulation - a personal reflection.,2006,57,JORS,db/journals/jors/jors57.html#Hollocks06
185,Kristin Sahyouni; R. Canan Savaskan; Mark S. Daskin,The effect of lifetime buys on warranty repair operations.,2010,61,JORS,db/journals/jors/jors61.html#SahyouniSD10
186,Korina Katsaliaki; Navonil Mustafee; Yogesh Kumar Dwivedi; T. Williams; John M. Wilson 0001,A profile of OR research and practice published in the <i>Journal of the Operational Research Society</i>.,2010,61,JORS,db/journals/jors/jors61.html#KatsaliakiMDWW10
187,Oacutescar Gonzaacutelez-Benito; Mariacutea Pilar Martiacutenez-Ruiz; Alejandro Mollaacute-Descals,Spatial mapping of price competition using logit-type market share models and store-level scanner-data.,2009,60,JORS,db/journals/jors/jors60.html#Gonzalez-BenitoMM09
188,Douglas R. Bish; Hanif D. Sherali; Antoine G. Hobeika,Optimal evacuation planning using staging and routing.,2014,65,JORS,db/journals/jors/jors65.html#BishSH14
189,Z. P. Fan; Y. Chen; J. Ma; S. Zeng,Book Selection.,2004,55,JORS,db/journals/jors/jors55.html#X04d
190,D. W.-C. Miao; H. Chen,A hybrid genetic algorithmic approach to the maximally diverse grouping problem.,2011,62,JORS,db/journals/jors/jors62.html#FanCMZ11a
191,A. I. Marqueacutes; Vicente Garciacutea; Joseacute Salvador Saacutenchez 0001,Book Selection.,2006,57,JORS,db/journals/jors/jors57.html#X06f
192,Jacek Blazewicz; T. C. Edwin Cheng; Maciej Machowiak; Ceyda Oguz,Book Selection.,2004,55,JORS,db/journals/jors/jors55.html#X04c
193,K. W. Li; D. Marc Kilgour; Keith W. Hipel,A generalised Littles law and its applications for a discrete-time G/D/1 queue with correlated arrivals.,2013,64,JORS,db/journals/jors/jors64.html#MiaoC13
194,C. Murillo-Melchor; Joseacute Manuel Pastor 0002; Emili Tortosa-Ausina,A literature review on the application of evolutionary computing to credit scoring.,2013,64,JORS,db/journals/jors/jors64.html#MarquesGS13a
195,Grigorios N. Beligiannis; Charalampos N. Moschopoulos; Spiridon D. Likothanassis,Berth and quay crane allocation: a moldable task scheduling model.,2011,62,JORS,db/journals/jors/jors62.html#BlazewiczCMO11
196,Stefano Benati,Status quo analysis in the graph model for conflict resolution.,2005,56,JORS,db/journals/jors/jors56.html#LiKH05
197,J. Liu; Y. Wang; X. Min,A bootstrap approach to analyse productivity growth in European banking.,2010,61,JORS,db/journals/jors/jors61.html#Murillo-MelchorPT10
198,Ming Zhao; Yulan Wang; Xianghua Gan,A genetic algorithm approach to school timetabling.,2009,60,JORS,db/journals/jors/jors60.html#BeligiannisML09
199,E. Aghezzaf,Using medians in portfolio optimization.,2015,66,JORS,db/journals/jors/jors66.html#Benati15
200,Thomas W. Archibald,Single-machine scheduling with common due-window assignment for deteriorating jobs.,2014,65,JORS,db/journals/jors/jors65.html#LiuWM14
201,Julio Mar-Ortiz; Belarmino Adenso-Diacuteaz; Joseacute Luis Gonzaacutelez Velarde,Signalling effect of daily deal promotion for a start-up service provider.,2016,67,JORS,db/journals/jors/jors67.html#ZhaoWG16
202,Armann Ingolfsson; Erhan Erkut; Susan Budge,Capacity planning and warehouse location in supply chains with uncertain demands.,2005,56,JORS,db/journals/jors/jors56.html#Aghezzaf05
203,T. Sloan,Modelling replenishment and transshipment decisions in periodic review multilocation inventory systems.,2007,58,JORS,db/journals/jors/jors58.html#Archibald07
